employee_id,department,trip_purpose,trip_start_date,trip_end_date,origin,destination,travel_mode,provider_name,service_class,flight_legs,distance_traveled,invoice_amount_usd
EMP07877,Finance,Conference,1/21/2025,1/29/2025,New York,Atlanta,Air,American Airlines,Economy,2,1061.98,565.5
EMP07878,Operations,Conference,9/1/2025,9/5/2025,Chicago,Dallas,Rail,Amtrak,Standard,0,1983.48,198.35
EMP07879,Engineering,Internal Meeting,12/20/2025,12/22/2025,Dallas,San Francisco,Road,Enterprise,Standard,0,74.38,37.19
EMP07880,Sales,Internal Meeting,6/22/2025,6/30/2025,New York,Atlanta,Bus,Intercity Bus,Standard,0,2350.88,188.07
EMP07881,HR,Conference,5/14/2025,5/21/2025,Tampa,Dallas,Road,Uber,Standard,0,2016.58,1008.29
EMP07882,Engineering,Client Meeting,3/11/2025,3/13/2025,Atlanta,Chicago,Rail,Amtrak,Standard,0,960.92,96.09
EMP07883,Operations,Conference,12/15/2025,12/24/2025,Atlanta,San Francisco,Bus,Intercity Bus,Standard,0,912.7,73.02
EMP07884,Finance,Internal Meeting,3/26/2025,3/29/2025,San Francisco,New York,Air,American Airlines,Business,1,2404.91,751.23
EMP07885,Sales,Internal Meeting,9/20/2025,9/29/2025,San Francisco,Atlanta,Air,United,Business,2,195.02,348.75
EMP07886,Engineering,Conference,12/22/2025,1/1/2026,Atlanta,Atlanta,Air,Delta,Business,2,931.9,532.98
EMP07887,HR,Client Meeting,6/27/2025,7/2/2025,San Francisco,Dallas,Air,United,Business,1,763.69,340.92
EMP07888,Operations,Training,8/21/2025,8/22/2025,San Francisco,Atlanta,Road,Enterprise,Standard,0,293.87,146.94
EMP07889,Sales,Internal Meeting,9/7/2025,9/9/2025,New York,Chicago,Bus,Intercity Bus,Standard,0,422.2,33.78
EMP07890,HR,Conference,10/27/2025,11/3/2025,Dallas,Chicago,Road,Uber,Standard,0,596.96,298.48
EMP07891,Engineering,Internal Meeting,11/12/2025,11/17/2025,Dallas,New York,Air,Delta,Business,2,1560.45,690.11
EMP07892,Finance,Conference,1/6/2025,1/15/2025,San Francisco,Atlanta,Road,Enterprise,Standard,0,1345.14,672.57
EMP07893,Engineering,Conference,1/30/2025,2/1/2025,Tampa,Chicago,Bus,Intercity Bus,Standard,0,182.4,14.59
EMP07894,Sales,Client Meeting,8/6/2025,8/14/2025,Atlanta,San Francisco,Bus,Intercity Bus,Standard,0,2764.34,221.15
EMP07895,Sales,Client Meeting,9/19/2025,9/27/2025,Chicago,Chicago,Air,Delta,Business,1,1437.37,509.34
EMP07896,Operations,Client Meeting,1/24/2025,2/1/2025,New York,New York,Rail,Amtrak,Standard,0,475.3,47.53
EMP07897,HR,Client Meeting,5/5/2025,5/7/2025,New York,Chicago,Air,Southwest,Economy,2,2764.8,991.2
EMP07898,Finance,Conference,2/25/2025,2/27/2025,Chicago,Tampa,Bus,Intercity Bus,Standard,0,416.82,33.35
EMP07899,Sales,Training,12/28/2025,1/2/2026,Dallas,Chicago,Bus,Intercity Bus,Standard,0,682.1,54.57
EMP07900,Engineering,Conference,6/3/2025,6/9/2025,New York,Chicago,Road,Uber,Standard,0,240.25,120.12
EMP07901,HR,Client Meeting,10/28/2025,10/30/2025,Chicago,Atlanta,Road,Lyft,Standard,0,1744.17,872.09
EMP07902,Sales,Conference,7/27/2025,7/31/2025,Dallas,New York,Bus,Intercity Bus,Standard,0,1884.99,150.8
EMP07903,Operations,Internal Meeting,9/20/2025,9/27/2025,Chicago,Tampa,Rail,Amtrak,Business,0,1541.94,154.19
EMP07904,HR,Conference,8/17/2025,8/22/2025,Chicago,Atlanta,Air,American Airlines,Economy,2,2460.45,915.11
EMP07905,HR,Conference,2/2/2025,2/12/2025,Dallas,Chicago,Air,Delta,Business,2,2362.56,890.64
EMP07906,Finance,Internal Meeting,1/11/2025,1/18/2025,Atlanta,Atlanta,Bus,Intercity Bus,Standard,0,87.63,7.01
EMP07907,Sales,Conference,9/6/2025,9/15/2025,Chicago,Tampa,Bus,Intercity Bus,Standard,0,2100.93,168.07
EMP07908,HR,Internal Meeting,6/25/2025,6/28/2025,Chicago,San Francisco,Road,Lyft,Standard,0,1283.1,641.55
EMP07909,Sales,Client Meeting,12/17/2025,12/23/2025,Atlanta,Chicago,Air,United,Business,1,1718.39,579.6
EMP07910,Sales,Internal Meeting,6/29/2025,7/1/2025,New York,San Francisco,Rail,Amtrak,Business,0,2090.95,209.09
EMP07911,HR,Client Meeting,11/4/2025,11/9/2025,New York,New York,Rail,Amtrak,Business,0,1930.31,193.03
EMP07912,Sales,Training,2/13/2025,2/14/2025,San Francisco,Atlanta,Bus,Intercity Bus,Standard,0,2163.25,173.06
EMP07913,Operations,Training,3/30/2025,4/6/2025,Dallas,Atlanta,Air,American Airlines,Economy,2,711.56,477.89
EMP07914,Engineering,Client Meeting,11/9/2025,11/18/2025,Chicago,Tampa,Air,Delta,First,1,62.86,165.72
EMP07915,Engineering,Conference,7/16/2025,7/20/2025,Dallas,New York,Air,United,First,1,1702.51,575.63
EMP07916,Operations,Internal Meeting,10/26/2025,10/30/2025,Chicago,Dallas,Road,Uber,Standard,0,329.91,164.96
EMP07917,HR,Client Meeting,2/26/2025,3/8/2025,New York,San Francisco,Air,United,First,1,1032.37,408.09
EMP07918,Engineering,Conference,1/2/2025,1/3/2025,San Francisco,Tampa,Rail,Amtrak,Business,0,550.21,55.02
EMP07919,HR,Training,12/2/2025,12/12/2025,Tampa,Dallas,Rail,Amtrak,Standard,0,2461.37,246.14
EMP07920,Finance,Internal Meeting,10/20/2025,10/22/2025,Dallas,Tampa,Bus,Intercity Bus,Standard,0,2803.01,224.24
EMP07921,Operations,Client Meeting,1/5/2025,1/13/2025,Tampa,Dallas,Bus,Intercity Bus,Standard,0,2818.17,225.45
EMP07922,Engineering,Training,11/10/2025,11/13/2025,San Francisco,Tampa,Rail,Amtrak,Standard,0,2746.76,274.68
EMP07923,Sales,Training,4/18/2025,4/24/2025,New York,Chicago,Rail,Amtrak,Standard,0,1661.94,166.19
EMP07924,Finance,Conference,3/27/2025,4/5/2025,Atlanta,Chicago,Bus,Intercity Bus,Standard,0,1100.82,88.07
EMP07925,Sales,Training,12/24/2025,12/25/2025,Tampa,Chicago,Road,Lyft,Standard,0,71.45,35.73
EMP07926,Sales,Internal Meeting,12/7/2025,12/15/2025,San Francisco,New York,Bus,Intercity Bus,Standard,0,229.69,18.38
EMP07927,HR,Training,2/9/2025,2/18/2025,Dallas,San Francisco,Rail,Amtrak,Standard,0,1315.08,131.51
EMP07928,Finance,Conference,2/19/2025,2/26/2025,San Francisco,Dallas,Rail,Amtrak,Standard,0,1228.01,122.8
EMP07929,HR,Internal Meeting,4/19/2025,4/28/2025,New York,New York,Air,Southwest,First,2,594.91,448.73
EMP07930,HR,Conference,4/22/2025,4/25/2025,Dallas,New York,Rail,Amtrak,Standard,0,2503.77,250.38
EMP07931,Finance,Client Meeting,10/12/2025,10/16/2025,New York,Chicago,Bus,Intercity Bus,Standard,0,2942.39,235.39
EMP07932,Engineering,Internal Meeting,2/23/2025,2/28/2025,San Francisco,Chicago,Road,Lyft,Standard,0,1506.85,753.42
EMP07933,Sales,Training,6/27/2025,7/7/2025,Chicago,Dallas,Bus,Intercity Bus,Standard,0,78.62,6.29
EMP07934,Finance,Training,12/23/2025,12/25/2025,New York,Chicago,Road,Lyft,Standard,0,463.13,231.56
EMP07935,Finance,Training,2/9/2025,2/10/2025,Atlanta,Atlanta,Road,Lyft,Standard,0,1000.14,500.07
EMP07936,Engineering,Conference,7/17/2025,7/23/2025,San Francisco,New York,Air,United,Business,1,1756.83,589.21
EMP07937,Operations,Conference,5/18/2025,5/23/2025,Chicago,Atlanta,Rail,Amtrak,Business,0,1605.32,160.53
EMP07938,HR,Training,3/2/2025,3/12/2025,Tampa,San Francisco,Road,Enterprise,Standard,0,1008.92,504.46
EMP07939,HR,Internal Meeting,9/5/2025,9/11/2025,New York,Atlanta,Bus,Intercity Bus,Standard,0,516.47,41.32
EMP07940,Finance,Conference,6/14/2025,6/22/2025,Chicago,Atlanta,Air,Delta,Business,2,1048.65,562.16
EMP07941,Sales,Training,2/23/2025,3/2/2025,New York,Atlanta,Air,United,Economy,1,2278.54,719.63
EMP07942,HR,Training,8/16/2025,8/18/2025,San Francisco,Dallas,Bus,Intercity Bus,Standard,0,1617.88,129.43
EMP07943,Operations,Conference,5/25/2025,6/3/2025,Dallas,Tampa,Rail,Amtrak,Business,0,2622.01,262.2
EMP07944,Engineering,Client Meeting,3/30/2025,4/8/2025,Chicago,Dallas,Road,Enterprise,Standard,0,2077.75,1038.88
EMP07945,Operations,Conference,1/27/2025,2/5/2025,Tampa,Atlanta,Rail,Amtrak,Standard,0,379.17,37.92
EMP07946,Sales,Conference,11/25/2025,12/4/2025,New York,Tampa,Bus,Intercity Bus,Standard,0,485.85,38.87
EMP07947,Sales,Training,7/2/2025,7/5/2025,New York,New York,Rail,Amtrak,Standard,0,1312.96,131.3
EMP07948,Operations,Client Meeting,12/14/2025,12/19/2025,New York,Tampa,Road,Lyft,Standard,0,627.34,313.67
EMP07949,Operations,Client Meeting,9/8/2025,9/18/2025,New York,Chicago,Rail,Amtrak,Standard,0,132.16,13.22
EMP07950,Finance,Conference,1/12/2025,1/13/2025,Chicago,Dallas,Air,United,Economy,2,2424.79,906.2
EMP07951,Engineering,Conference,6/20/2025,6/30/2025,Dallas,Tampa,Rail,Amtrak,Business,0,297.22,29.72
EMP07952,Sales,Client Meeting,4/2/2025,4/5/2025,Atlanta,Dallas,Rail,Amtrak,Business,0,1474.54,147.45
EMP07953,Sales,Conference,11/25/2025,11/26/2025,Dallas,San Francisco,Bus,Intercity Bus,Standard,0,1566.54,125.32
EMP07954,Finance,Training,9/9/2025,9/11/2025,New York,Chicago,Air,American Airlines,Economy,1,2496.09,774.02
EMP07955,Operations,Training,1/7/2025,1/16/2025,San Francisco,New York,Bus,Intercity Bus,Standard,0,2218.2,177.46
EMP07956,Sales,Conference,10/5/2025,10/11/2025,New York,Atlanta,Air,Delta,Business,1,375.93,243.98
EMP07957,Sales,Internal Meeting,7/16/2025,7/17/2025,Atlanta,Chicago,Bus,Intercity Bus,Standard,0,162.7,13.02
EMP07958,Sales,Training,2/26/2025,2/28/2025,San Francisco,Tampa,Road,Lyft,Standard,0,1864.88,932.44
EMP07959,Engineering,Internal Meeting,7/27/2025,8/1/2025,New York,Atlanta,Rail,Amtrak,Business,0,2492.73,249.27
EMP07960,Engineering,Training,11/11/2025,11/12/2025,San Francisco,San Francisco,Road,Uber,Standard,0,514.63,257.31
EMP07961,Operations,Conference,9/17/2025,9/22/2025,Chicago,New York,Bus,Intercity Bus,Standard,0,1803.28,144.26
EMP07962,Finance,Client Meeting,10/16/2025,10/24/2025,Chicago,Chicago,Rail,Amtrak,Business,0,1801.15,180.12
EMP07963,Finance,Client Meeting,10/18/2025,10/24/2025,San Francisco,Chicago,Rail,Amtrak,Business,0,534.35,53.44
EMP07964,Sales,Client Meeting,12/10/2025,12/18/2025,Dallas,Tampa,Bus,Intercity Bus,Standard,0,414.22,33.14
EMP07965,Engineering,Conference,11/26/2025,11/27/2025,Dallas,New York,Air,United,Business,2,2941.15,1035.29
EMP07966,Finance,Conference,11/16/2025,11/19/2025,New York,Chicago,Road,Uber,Standard,0,1291.59,645.79
EMP07967,Operations,Internal Meeting,6/23/2025,6/25/2025,Dallas,New York,Air,American Airlines,Business,2,2194.96,848.74
EMP07968,Finance,Client Meeting,12/4/2025,12/9/2025,Dallas,Tampa,Air,United,First,2,2019.43,804.86
EMP07969,Sales,Training,6/25/2025,6/30/2025,San Francisco,Chicago,Air,United,Economy,2,485.28,421.32
EMP07970,Operations,Training,11/16/2025,11/19/2025,Tampa,Dallas,Air,Southwest,Business,1,309.62,227.41
EMP07971,Finance,Training,4/30/2025,5/7/2025,San Francisco,Tampa,Rail,Amtrak,Business,0,2075.43,207.54
EMP07972,Finance,Training,4/25/2025,4/27/2025,Tampa,Atlanta,Road,Uber,Standard,0,1131.05,565.52
EMP07973,Sales,Client Meeting,12/25/2025,12/27/2025,Dallas,New York,Air,Delta,Economy,2,2279.58,869.89
EMP07974,Engineering,Conference,4/3/2025,4/8/2025,Dallas,Chicago,Rail,Amtrak,Business,0,1200.69,120.07
EMP07975,Operations,Client Meeting,10/19/2025,10/25/2025,Atlanta,San Francisco,Road,Uber,Standard,0,2597.55,1298.78
EMP07976,HR,Client Meeting,9/14/2025,9/20/2025,Dallas,San Francisco,Bus,Intercity Bus,Standard,0,2791.32,223.31
EMP07977,Operations,Client Meeting,6/27/2025,7/2/2025,Atlanta,New York,Air,United,Business,1,945.19,386.3
EMP07978,HR,Conference,7/7/2025,7/17/2025,Tampa,Chicago,Road,Enterprise,Standard,0,684.61,342.31
EMP07979,Operations,Client Meeting,1/26/2025,2/4/2025,Tampa,Tampa,Road,Uber,Standard,0,2484.87,1242.43
EMP07980,Finance,Client Meeting,10/28/2025,11/3/2025,San Francisco,San Francisco,Bus,Intercity Bus,Standard,0,2961.89,236.95
EMP07981,Finance,Internal Meeting,4/7/2025,4/11/2025,San Francisco,New York,Rail,Amtrak,Standard,0,1692.8,169.28
EMP07982,Sales,Conference,7/17/2025,7/22/2025,Atlanta,Tampa,Bus,Intercity Bus,Standard,0,870.24,69.62
EMP07983,HR,Client Meeting,6/27/2025,6/28/2025,Atlanta,Dallas,Bus,Intercity Bus,Standard,0,1225.77,98.06
EMP07984,Sales,Internal Meeting,1/11/2025,1/20/2025,Dallas,Tampa,Road,Uber,Standard,0,551.88,275.94
EMP07985,Finance,Training,10/22/2025,10/24/2025,Tampa,Tampa,Air,Southwest,First,2,2297.57,874.39
EMP07986,Operations,Internal Meeting,11/6/2025,11/9/2025,Chicago,New York,Road,Uber,Standard,0,1050.65,525.33
EMP07987,HR,Training,5/29/2025,6/8/2025,Atlanta,Chicago,Bus,Intercity Bus,Standard,0,1001.92,80.15
EMP07988,Operations,Training,11/1/2025,11/5/2025,Atlanta,Dallas,Rail,Amtrak,Standard,0,1952.47,195.25
EMP07989,Operations,Conference,6/20/2025,6/25/2025,Chicago,Dallas,Bus,Intercity Bus,Standard,0,2561.88,204.95
EMP07990,Finance,Internal Meeting,3/17/2025,3/24/2025,Atlanta,Atlanta,Air,Delta,Economy,1,1847.13,611.78
EMP07991,Operations,Internal Meeting,4/1/2025,4/2/2025,Tampa,Atlanta,Rail,Amtrak,Standard,0,2365.62,236.56
EMP07992,Finance,Internal Meeting,1/12/2025,1/20/2025,New York,New York,Rail,Amtrak,Standard,0,616.5,61.65
EMP07993,Sales,Client Meeting,6/17/2025,6/23/2025,New York,Atlanta,Rail,Amtrak,Standard,0,1933.11,193.31
EMP07994,Sales,Training,8/26/2025,9/2/2025,Tampa,San Francisco,Bus,Intercity Bus,Standard,0,1980.97,158.48
EMP07995,Engineering,Training,8/19/2025,8/28/2025,Dallas,Dallas,Air,American Airlines,Business,1,2864.58,866.14
EMP07996,Sales,Training,12/25/2025,12/26/2025,Atlanta,New York,Bus,Intercity Bus,Standard,0,2001.5,160.12
EMP07997,HR,Internal Meeting,11/8/2025,11/16/2025,Tampa,New York,Road,Lyft,Standard,0,1796.15,898.08
EMP07998,Operations,Training,5/12/2025,5/17/2025,Dallas,San Francisco,Road,Lyft,Standard,0,2222.03,1111.02
EMP07999,Sales,Training,2/14/2025,2/24/2025,San Francisco,San Francisco,Road,Lyft,Standard,0,1735.45,867.73
EMP08000,Operations,Client Meeting,2/4/2025,2/9/2025,Chicago,Chicago,Air,Delta,First,1,246.91,211.73
EMP08001,Engineering,Training,6/9/2025,6/19/2025,New York,Tampa,Road,Lyft,Standard,0,2051.34,1025.67
EMP08002,Operations,Internal Meeting,6/28/2025,7/2/2025,Atlanta,New York,Bus,Intercity Bus,Standard,0,1842.74,147.42
EMP08003,Finance,Internal Meeting,8/23/2025,8/30/2025,Chicago,Atlanta,Air,Southwest,First,1,1212.23,453.06
EMP08004,Sales,Conference,5/12/2025,5/17/2025,Tampa,Chicago,Rail,Amtrak,Standard,0,1317.33,131.73
EMP08005,Finance,Client Meeting,10/29/2025,11/8/2025,Dallas,Chicago,Bus,Intercity Bus,Standard,0,1685.25,134.82
EMP08006,Sales,Internal Meeting,2/22/2025,2/25/2025,Dallas,San Francisco,Air,American Airlines,Business,2,1019.8,554.95
EMP08007,Sales,Internal Meeting,8/12/2025,8/16/2025,Atlanta,San Francisco,Rail,Amtrak,Business,0,2077.75,207.78
EMP08008,Finance,Client Meeting,2/22/2025,3/4/2025,Dallas,Dallas,Air,United,Economy,1,1148.96,437.24
EMP08009,HR,Conference,4/16/2025,4/26/2025,Dallas,Tampa,Rail,Amtrak,Standard,0,2276.87,227.69
EMP08010,HR,Training,8/25/2025,9/2/2025,San Francisco,Tampa,Air,United,Business,2,1963.65,790.91
EMP08011,Engineering,Training,3/7/2025,3/14/2025,Atlanta,Chicago,Rail,Amtrak,Standard,0,1394.07,139.41
EMP08012,Operations,Conference,8/20/2025,8/21/2025,New York,New York,Rail,Amtrak,Standard,0,1855.12,185.51
EMP08013,Engineering,Training,11/26/2025,11/27/2025,Atlanta,New York,Rail,Amtrak,Standard,0,1151.88,115.19
EMP08014,HR,Client Meeting,5/22/2025,5/29/2025,Dallas,Tampa,Air,Southwest,First,1,2120.74,680.18
EMP08015,Sales,Training,4/23/2025,4/27/2025,Dallas,Chicago,Road,Uber,Standard,0,2830.7,1415.35
EMP08016,Operations,Internal Meeting,6/15/2025,6/22/2025,Chicago,New York,Rail,Amtrak,Standard,0,2463.06,246.31
EMP08017,Finance,Training,9/18/2025,9/23/2025,San Francisco,New York,Air,United,Economy,1,1783.7,595.92
EMP08018,HR,Internal Meeting,6/26/2025,6/29/2025,Tampa,Dallas,Air,Southwest,Business,2,1944.84,786.21
EMP08019,Engineering,Client Meeting,4/10/2025,4/20/2025,New York,New York,Bus,Intercity Bus,Standard,0,1054.14,84.33
EMP08020,Finance,Client Meeting,2/19/2025,2/26/2025,Tampa,San Francisco,Rail,Amtrak,Standard,0,1455.88,145.59
EMP08021,Finance,Training,2/12/2025,2/18/2025,Atlanta,Tampa,Rail,Amtrak,Business,0,923.39,92.34
EMP08022,Sales,Conference,7/8/2025,7/10/2025,Atlanta,New York,Rail,Amtrak,Standard,0,1569.04,156.9
EMP08023,Operations,Client Meeting,1/8/2025,1/10/2025,San Francisco,Chicago,Road,Lyft,Standard,0,537.84,268.92
EMP08024,HR,Internal Meeting,12/24/2025,12/30/2025,Dallas,Atlanta,Road,Enterprise,Standard,0,2934.25,1467.12
EMP08025,Engineering,Training,10/25/2025,11/1/2025,New York,Dallas,Bus,Intercity Bus,Standard,0,368.38,29.47
EMP08026,Finance,Client Meeting,2/22/2025,2/24/2025,Atlanta,New York,Bus,Intercity Bus,Standard,0,2799.24,223.94
EMP08027,Finance,Training,4/27/2025,5/2/2025,Tampa,Atlanta,Air,American Airlines,First,1,2745.06,836.26
EMP08028,HR,Conference,6/24/2025,7/1/2025,New York,Tampa,Bus,Intercity Bus,Standard,0,789.86,63.19
EMP08029,Engineering,Conference,3/8/2025,3/11/2025,Dallas,Tampa,Air,American Airlines,Economy,1,2084.62,671.15
EMP08030,Engineering,Conference,7/17/2025,7/22/2025,Atlanta,Atlanta,Bus,Intercity Bus,Standard,0,1908.6,152.69
EMP08031,Operations,Internal Meeting,12/22/2025,12/28/2025,Atlanta,Atlanta,Rail,Amtrak,Standard,0,1054.7,105.47
EMP08032,HR,Conference,2/3/2025,2/5/2025,San Francisco,New York,Rail,Amtrak,Standard,0,938.42,93.84
EMP08033,Operations,Conference,1/5/2025,1/15/2025,Atlanta,Tampa,Bus,Intercity Bus,Standard,0,1755.78,140.46
EMP08034,HR,Conference,8/30/2025,9/6/2025,Tampa,Atlanta,Bus,Intercity Bus,Standard,0,1519.48,121.56
EMP08035,Sales,Client Meeting,2/17/2025,2/25/2025,Tampa,San Francisco,Air,United,Economy,2,1759.63,739.91
EMP08036,Sales,Training,1/16/2025,1/21/2025,New York,Atlanta,Air,Southwest,Economy,1,2786.14,846.53
EMP08037,Finance,Internal Meeting,6/9/2025,6/19/2025,Atlanta,Chicago,Air,American Airlines,Business,1,297.5,224.38
EMP08038,Finance,Conference,1/11/2025,1/15/2025,New York,Dallas,Air,American Airlines,Economy,2,2747.65,986.91
EMP08039,Engineering,Training,10/21/2025,10/24/2025,New York,New York,Rail,Amtrak,Standard,0,269.03,26.9
EMP08040,Operations,Client Meeting,5/18/2025,5/27/2025,Dallas,Dallas,Road,Enterprise,Standard,0,356.14,178.07
EMP08041,Finance,Internal Meeting,7/2/2025,7/10/2025,Chicago,Chicago,Bus,Intercity Bus,Standard,0,2448.14,195.85
EMP08042,Operations,Client Meeting,10/20/2025,10/26/2025,Chicago,Dallas,Rail,Amtrak,Standard,0,164.68,16.47
EMP08043,HR,Conference,2/7/2025,2/10/2025,Chicago,Dallas,Rail,Amtrak,Business,0,1993.88,199.39
EMP08044,Finance,Client Meeting,10/25/2025,10/27/2025,Atlanta,San Francisco,Road,Uber,Standard,0,854.05,427.02
EMP08045,Sales,Conference,12/14/2025,12/22/2025,New York,New York,Road,Enterprise,Standard,0,2621.06,1310.53
EMP08046,Operations,Training,11/26/2025,12/1/2025,Chicago,Dallas,Rail,Amtrak,Business,0,1480.73,148.07
EMP08047,HR,Internal Meeting,10/2/2025,10/7/2025,San Francisco,Atlanta,Road,Enterprise,Standard,0,951.45,475.73
EMP08048,HR,Conference,6/4/2025,6/10/2025,Tampa,Atlanta,Road,Uber,Standard,0,1577.03,788.51
EMP08049,Operations,Client Meeting,8/26/2025,8/29/2025,Chicago,New York,Road,Enterprise,Standard,0,1176.78,588.39
EMP08050,Sales,Conference,1/29/2025,2/6/2025,New York,San Francisco,Bus,Intercity Bus,Standard,0,1714.69,137.18
EMP08051,Finance,Training,5/19/2025,5/23/2025,Atlanta,Dallas,Air,United,Business,1,387.87,246.97
EMP08052,HR,Training,3/9/2025,3/13/2025,Atlanta,Atlanta,Air,American Airlines,Business,1,418.98,254.75
EMP08053,Engineering,Internal Meeting,6/21/2025,7/1/2025,New York,Tampa,Rail,Amtrak,Standard,0,1077.28,107.73
EMP08054,Engineering,Client Meeting,8/28/2025,9/5/2025,San Francisco,Atlanta,Bus,Intercity Bus,Standard,0,2145.12,171.61
EMP08055,Engineering,Conference,10/15/2025,10/16/2025,Chicago,Dallas,Bus,Intercity Bus,Standard,0,1123.5,89.88
EMP08056,Finance,Training,3/24/2025,3/25/2025,New York,San Francisco,Bus,Intercity Bus,Standard,0,2508.16,200.65
EMP08057,Engineering,Client Meeting,11/3/2025,11/5/2025,San Francisco,Atlanta,Air,United,First,1,1390.1,497.52
EMP08058,Engineering,Training,6/14/2025,6/15/2025,San Francisco,Atlanta,Rail,Amtrak,Business,0,1205.73,120.57
EMP08059,Sales,Internal Meeting,6/23/2025,6/24/2025,San Francisco,Tampa,Road,Lyft,Standard,0,1752.51,876.25
EMP08060,Finance,Conference,2/18/2025,2/20/2025,Dallas,San Francisco,Road,Lyft,Standard,0,2122.13,1061.07
EMP08061,Sales,Internal Meeting,7/22/2025,7/29/2025,Atlanta,Dallas,Road,Uber,Standard,0,1920.57,960.28
EMP08062,HR,Conference,12/12/2025,12/20/2025,San Francisco,Tampa,Rail,Amtrak,Standard,0,2954.7,295.47
EMP08063,HR,Client Meeting,5/18/2025,5/24/2025,Atlanta,Chicago,Road,Lyft,Standard,0,457.88,228.94
EMP08064,Sales,Client Meeting,6/25/2025,6/29/2025,Chicago,Chicago,Bus,Intercity Bus,Standard,0,1317.72,105.42
EMP08065,Operations,Training,4/19/2025,4/23/2025,Chicago,Chicago,Bus,Intercity Bus,Standard,0,1303.25,104.26
EMP08066,Engineering,Conference,6/20/2025,6/21/2025,New York,Tampa,Road,Uber,Standard,0,1280.31,640.15
EMP08067,Sales,Conference,10/14/2025,10/16/2025,Tampa,Chicago,Road,Uber,Standard,0,2008.21,1004.11
EMP08068,Sales,Conference,1/29/2025,2/7/2025,Atlanta,New York,Rail,Amtrak,Standard,0,1494.99,149.5
EMP08069,HR,Client Meeting,12/31/2025,1/1/2026,Dallas,Dallas,Rail,Amtrak,Standard,0,1576.43,157.64
EMP08070,Sales,Internal Meeting,10/31/2025,11/8/2025,San Francisco,New York,Bus,Intercity Bus,Standard,0,1325.45,106.04
EMP08071,Finance,Internal Meeting,10/10/2025,10/13/2025,Chicago,Tampa,Rail,Amtrak,Business,0,2975.51,297.55
EMP08072,Engineering,Training,12/8/2025,12/9/2025,Atlanta,Chicago,Air,Southwest,Business,2,2786.31,996.58
EMP08073,Operations,Training,4/5/2025,4/11/2025,San Francisco,Tampa,Bus,Intercity Bus,Standard,0,1664.03,133.12
EMP08074,HR,Conference,3/14/2025,3/16/2025,Tampa,Tampa,Air,United,Business,2,170.32,342.58
EMP08075,Engineering,Internal Meeting,6/23/2025,6/27/2025,Atlanta,Chicago,Rail,Amtrak,Business,0,2991.65,299.17
EMP08076,Engineering,Internal Meeting,8/8/2025,8/18/2025,Tampa,Dallas,Bus,Intercity Bus,Standard,0,913.2,73.06
EMP08077,Finance,Training,11/21/2025,11/27/2025,Chicago,Tampa,Bus,Intercity Bus,Standard,0,1105.47,88.44
EMP08078,Operations,Conference,11/19/2025,11/21/2025,New York,Tampa,Rail,Amtrak,Business,0,2827.82,282.78
EMP08079,Finance,Conference,11/14/2025,11/19/2025,Tampa,Chicago,Air,American Airlines,First,2,2147.83,836.96
EMP08080,Sales,Internal Meeting,6/13/2025,6/17/2025,Atlanta,Atlanta,Road,Uber,Standard,0,643.46,321.73
EMP08081,Engineering,Internal Meeting,6/30/2025,7/6/2025,San Francisco,Chicago,Road,Uber,Standard,0,2771.37,1385.68
EMP08082,Engineering,Internal Meeting,1/8/2025,1/14/2025,Tampa,Dallas,Road,Enterprise,Standard,0,2565.37,1282.68
EMP08083,Operations,Conference,3/18/2025,3/27/2025,San Francisco,New York,Rail,Amtrak,Business,0,2335.91,233.59
EMP08084,Operations,Client Meeting,7/18/2025,7/27/2025,Tampa,Tampa,Bus,Intercity Bus,Standard,0,1208.57,96.69
EMP08085,Engineering,Training,11/20/2025,11/26/2025,Chicago,Chicago,Bus,Intercity Bus,Standard,0,1537.92,123.03
EMP08086,Engineering,Internal Meeting,1/17/2025,1/23/2025,Tampa,Chicago,Rail,Amtrak,Standard,0,1419.78,141.98
EMP08087,Finance,Conference,8/10/2025,8/14/2025,Dallas,Chicago,Air,Southwest,Economy,1,797.52,349.38
EMP08088,Sales,Conference,1/15/2025,1/16/2025,Atlanta,San Francisco,Rail,Amtrak,Business,0,2794.58,279.46
EMP08089,Operations,Conference,1/3/2025,1/11/2025,San Francisco,Dallas,Road,Enterprise,Standard,0,1125.69,562.85
EMP08090,Sales,Client Meeting,10/15/2025,10/24/2025,Chicago,San Francisco,Bus,Intercity Bus,Standard,0,2580.1,206.41
EMP08091,Operations,Client Meeting,10/27/2025,10/29/2025,Atlanta,Chicago,Road,Lyft,Standard,0,835.39,417.69
EMP08092,Finance,Training,3/29/2025,4/3/2025,Atlanta,Tampa,Road,Enterprise,Standard,0,1567.85,783.92
EMP08093,Sales,Training,2/23/2025,2/28/2025,Tampa,Atlanta,Road,Lyft,Standard,0,365.31,182.66
EMP08094,HR,Client Meeting,9/7/2025,9/17/2025,Chicago,Atlanta,Bus,Intercity Bus,Standard,0,1997.35,159.79
EMP08095,Engineering,Conference,11/9/2025,11/19/2025,San Francisco,Tampa,Bus,Intercity Bus,Standard,0,2516.43,201.31
EMP08096,Sales,Internal Meeting,8/22/2025,9/1/2025,San Francisco,San Francisco,Rail,Amtrak,Standard,0,2169.42,216.94
