trip_id,supplier_location,destination_facility,carrier_name,carrier_type,mode_of_transport,delivery_datetime,idle_time_minutes,fuel_consumed_gallons,fuel_type,electricity_kwh,shipment_weight_lb,shipment_volume_ctf,pallets_packages,distance_traveled,invoice_amount_usd
TRIP06940,New York,New York,FedEx,,Rail,2/15/2025,174.01,72.37,Diesel,0,17911.72,75.34,25,2412.45,1814.46
TRIP06941,Tampa,Dallas,XPO Logistics,,Rail,4/11/2025,152.64,77.94,Diesel,0,16326.02,9.55,4,2597.87,1665.46
TRIP06942,New York,Tampa,FedEx,,Air,7/9/2025,62.89,192.39,Jet Fuel,0,3466.3,8.38,22,1923.92,1251.29
TRIP06943,Atlanta,Atlanta,UPS,,Air,7/27/2025,161.24,232.45,Jet Fuel,0,17560.28,91.38,3,2324.54,1543.48
TRIP06944,Dallas,Tampa,XPO Logistics,,Air,12/29/2025,70.91,37.48,Jet Fuel,0,14317.75,15.52,4,374.78,513.75
TRIP06945,Atlanta,Los Angeles,UPS,FTL,Road,5/5/2025,109.22,18.34,Diesel,0,8836.59,23.19,9,110.01,321.74
TRIP06946,Atlanta,Tampa,XPO Logistics,FTL,Road,9/23/2025,112.63,0,Electric,958.74,236.04,76.08,5,639.16,374.3
TRIP06947,Los Angeles,Tampa,XPO Logistics,FTL,Road,5/26/2025,113.84,495.52,Gasoline,0,10989.92,65.04,7,2973.09,1776.34
TRIP06948,New York,Tampa,Maersk,,Sea,8/10/2025,119.65,209.49,Heavy Fuel Oil,0,10689.65,80.15,18,1047.43,917.51
TRIP06949,Chicago,Atlanta,UPS,,Rail,1/5/2025,145.89,1.91,Diesel,0,17082.33,8.53,5,63.53,423.41
TRIP06950,New York,Atlanta,XPO Logistics,,Rail,12/25/2025,130.05,29.9,Diesel,0,10292.43,74.65,22,996.62,924.16
TRIP06951,Tampa,Atlanta,UPS,,Rail,7/27/2025,105.63,19.49,Diesel,0,17952.84,32.34,17,649.8,853.96
TRIP06952,Chicago,Dallas,DHL,,Sea,3/18/2025,129.12,286.95,Heavy Fuel Oil,0,5265.96,16.94,12,1434.75,942.69
TRIP06953,Los Angeles,Chicago,DHL,,Rail,1/16/2025,172.67,58.81,Diesel,0,13421.3,88.12,16,1960.32,1408.59
TRIP06954,Dallas,Chicago,UPS,FTL,Road,11/3/2025,12.91,261.59,Gasoline,0,3005.92,15.67,21,1569.57,1054.9
TRIP06955,Atlanta,Chicago,XPO Logistics,,Rail,2/17/2025,28.42,6.85,Diesel,0,2466.93,34.98,29,228.33,453.5
TRIP06956,Los Angeles,Los Angeles,Maersk,,Sea,6/4/2025,76.24,10.15,Heavy Fuel Oil,0,2125.7,76.87,4,50.73,107.88
TRIP06957,Dallas,New York,DHL,FTL,Road,9/27/2025,48.11,259.74,Diesel,0,19074.58,54.02,19,1558.43,1350.71
TRIP06958,Dallas,Dallas,XPO Logistics,,Sea,4/22/2025,175.28,40.52,Heavy Fuel Oil,0,3961.82,37.98,29,202.6,470.54
TRIP06959,New York,New York,UPS,,Rail,2/17/2025,147.25,86.91,Diesel,0,7727.09,95.46,8,2896.89,1682.99
TRIP06960,Dallas,Dallas,Maersk,,Sea,6/9/2025,74.15,559.28,Heavy Fuel Oil,0,11192.8,68.16,2,2796.38,1642.05
TRIP06961,Los Angeles,Atlanta,XPO Logistics,FTL,Road,1/6/2025,90.28,11.84,CNG,0,8343.34,23.58,5,71.03,252.38
TRIP06962,Chicago,New York,XPO Logistics,,Air,10/17/2025,60.67,89.6,Jet Fuel,0,19735.87,25.73,23,896.03,1072.73
TRIP06963,Chicago,Dallas,Maersk,,Sea,8/3/2025,80.86,389.91,Heavy Fuel Oil,0,2113.15,48.33,10,1949.57,1117.05
TRIP06964,Los Angeles,New York,FedEx,,Air,12/5/2025,25.06,202.98,Jet Fuel,0,8204.84,55.26,2,2029.76,1198.98
TRIP06965,New York,Atlanta,XPO Logistics,LTL,Road,5/5/2025,138.52,107.81,CNG,0,2142.79,52.58,9,646.85,456.28
TRIP06966,Los Angeles,Los Angeles,DHL,FTL,Road,10/14/2025,66.42,98.57,Diesel,0,7304.76,42.69,18,591.41,621.8
TRIP06967,Tampa,Atlanta,UPS,,Sea,4/28/2025,111.18,538.06,Heavy Fuel Oil,0,477.63,77.72,17,2690.29,1524.7
TRIP06968,Chicago,Los Angeles,FedEx,,Rail,7/18/2025,29.44,55.89,Diesel,0,14466.49,68.44,25,1862.88,1470.77
TRIP06969,Los Angeles,Los Angeles,UPS,,Air,9/21/2025,59.11,92.95,Jet Fuel,0,16454,14.33,15,929.49,943.83
TRIP06970,Chicago,Chicago,XPO Logistics,,Rail,6/17/2025,53.39,79.69,Diesel,0,8623.74,18,13,2656.22,1630.58
TRIP06971,Chicago,New York,FedEx,FTL,Road,6/18/2025,171.75,429.89,Gasoline,0,15493.87,67.45,14,2579.36,1739.56
TRIP06972,Los Angeles,Dallas,Maersk,,Sea,11/30/2025,149.45,507.89,Heavy Fuel Oil,0,16613.41,97.44,12,2539.43,1721.98
TRIP06973,Los Angeles,Dallas,XPO Logistics,,Sea,7/17/2025,92.15,598.61,Heavy Fuel Oil,0,4040.37,21.58,3,2993.03,1607.32
TRIP06974,New York,Los Angeles,FedEx,,Air,6/30/2025,27.33,278.09,Jet Fuel,0,3510,85.02,17,2780.87,1630.63
TRIP06975,Dallas,Tampa,Maersk,FTL,Road,11/30/2025,61.6,25.97,CNG,0,6403.58,22.51,28,155.83,485.99
TRIP06976,Dallas,New York,UPS,,Rail,8/1/2025,102.64,36.06,Diesel,0,16301.19,2.03,1,1202.11,937.08
TRIP06977,Atlanta,Atlanta,FedEx,,Sea,7/8/2025,165.95,506.97,Heavy Fuel Oil,0,8683.58,9.23,23,2534.84,1671.09
TRIP06978,Chicago,Tampa,Maersk,,Rail,7/1/2025,72.86,85.4,Diesel,0,5523.76,91.34,5,2846.56,1583.76
TRIP06979,Atlanta,Dallas,UPS,,Rail,1/22/2025,134.71,16.21,Diesel,0,13353.87,61.85,28,540.37,817.26
TRIP06980,Tampa,Dallas,FedEx,FTL,Road,8/15/2025,78.6,396.43,CNG,0,3533.25,63.2,10,2378.55,1359.94
TRIP06981,Tampa,Dallas,FedEx,LTL,Road,6/16/2025,91.03,0,Electric,2496.93,14801.68,97.44,5,1664.62,1178.34
TRIP06982,New York,Tampa,FedEx,,Rail,6/24/2025,128.92,66.66,Diesel,0,5687.7,66.13,25,2222.08,1474.79
TRIP06983,Chicago,Dallas,UPS,,Air,4/25/2025,178.09,75.39,Jet Fuel,0,1237.63,70.02,19,753.87,591.69
TRIP06984,Dallas,New York,FedEx,,Rail,10/6/2025,134.03,15.38,Diesel,0,14389.58,53.72,15,512.76,694.17
TRIP06985,Tampa,Los Angeles,UPS,,Rail,4/6/2025,89.07,46.16,Diesel,0,11909.64,92.84,5,1538.82,1057.6
TRIP06986,Atlanta,Los Angeles,Maersk,,Sea,7/30/2025,99.93,71.14,Heavy Fuel Oil,0,17694.89,49.21,15,355.68,681.74
TRIP06987,Los Angeles,Atlanta,Maersk,LTL,Road,5/23/2025,89.29,0,Electric,1424,2153.27,19.62,21,949.33,727.73
TRIP06988,Atlanta,New York,FedEx,,Air,7/25/2025,124.43,269.51,Jet Fuel,0,6421.46,58.25,9,2695.11,1565.98
TRIP06989,Tampa,Los Angeles,Maersk,,Air,1/23/2025,41.14,176.74,Jet Fuel,0,18660.69,62.95,5,1767.43,1306.93
TRIP06990,Tampa,Dallas,UPS,LTL,Road,9/28/2025,54.72,315.99,Gasoline,0,19407.84,52.77,29,1895.95,1626.13
TRIP06991,Los Angeles,Dallas,DHL,,Sea,11/13/2025,61.16,330.26,Heavy Fuel Oil,0,2586.27,78.75,5,1651.29,927.37
TRIP06992,New York,Tampa,UPS,,Rail,8/31/2025,126.71,7.68,Diesel,0,19778.06,25.82,15,255.96,673.54
TRIP06993,Tampa,Los Angeles,DHL,FTL,Road,2/18/2025,61.91,90.97,Gasoline,0,5545.08,65.55,7,545.82,453.81
TRIP06994,Atlanta,Dallas,FedEx,FTL,Road,1/4/2025,135.1,216.46,Gasoline,0,445.58,72.12,20,1298.75,858.29
TRIP06995,Los Angeles,Los Angeles,FedEx,,Rail,4/24/2025,61.36,29.35,Diesel,0,7965.55,67.1,17,978.35,818.49
TRIP06996,Tampa,Chicago,FedEx,,Air,11/1/2025,126.62,27.78,Jet Fuel,0,17102.33,16.04,25,277.81,730.95
TRIP06997,Atlanta,Atlanta,Maersk,,Air,10/9/2025,18.7,27.93,Jet Fuel,0,13280.94,90.18,4,279.32,445.28
TRIP06998,New York,Chicago,DHL,,Rail,4/13/2025,21.86,75.25,Diesel,0,4871.06,91.25,17,2508.19,1521.52
TRIP06999,Chicago,Tampa,Maersk,,Rail,5/3/2025,108.79,2.44,Diesel,0,5723.09,47.9,1,81.25,165.09
TRIP07000,Atlanta,Tampa,UPS,,Rail,2/12/2025,92.21,31.03,Diesel,0,7864.06,26.88,21,1034.3,884.43
TRIP07001,New York,Atlanta,DHL,,Sea,5/8/2025,23.08,294.36,Heavy Fuel Oil,0,1854.02,80.43,1,1471.8,782.98
TRIP07002,Tampa,Atlanta,Maersk,,Sea,7/30/2025,164.91,145.89,Heavy Fuel Oil,0,6267.86,77.19,5,729.45,540.08
TRIP07003,Dallas,Chicago,UPS,,Air,4/24/2025,116.74,229.41,Jet Fuel,0,2234.31,70.47,6,2294.05,1251.71
TRIP07004,Atlanta,Chicago,Maersk,,Air,7/2/2025,161.95,64.65,Jet Fuel,0,11013.6,55.95,8,646.48,623.51
TRIP07005,Dallas,New York,Maersk,,Air,3/16/2025,48.13,196.7,Jet Fuel,0,1367.81,33.16,12,1966.95,1130.83
TRIP07006,Dallas,Chicago,DHL,,Rail,6/23/2025,38.54,2.03,Diesel,0,136.14,59.39,1,67.53,46.49
TRIP07007,Atlanta,Chicago,UPS,,Sea,1/28/2025,47.96,413.99,Heavy Fuel Oil,0,10625.2,91.58,12,2069.97,1367.49
TRIP07008,Los Angeles,Atlanta,Maersk,,Sea,1/30/2025,168.91,541.42,Heavy Fuel Oil,0,14013.4,19.75,10,2707.11,1733.82
TRIP07009,Atlanta,Chicago,FedEx,,Rail,1/4/2025,122.8,32.05,Diesel,0,3797.83,94.26,25,1068.25,860.08
TRIP07010,Tampa,Dallas,XPO Logistics,,Sea,9/7/2025,78.51,61.15,Heavy Fuel Oil,0,12905.75,61,3,305.75,440.99
TRIP07011,Tampa,Chicago,DHL,,Air,8/25/2025,112.61,14.03,Jet Fuel,0,8988.36,18.9,4,140.31,289.92
TRIP07012,Tampa,Tampa,FedEx,LTL,Road,7/16/2025,78.23,244.29,CNG,0,8609.13,76.34,17,1465.76,1075.06
TRIP07013,New York,Atlanta,UPS,FTL,Road,4/7/2025,150.76,88.33,Diesel,0,13807.35,8.8,20,529.97,741.13
TRIP07014,Los Angeles,Atlanta,DHL,,Air,5/20/2025,25.05,63.83,Jet Fuel,0,10534.12,45.27,1,638.25,539.81
TRIP07015,New York,Dallas,FedEx,,Rail,8/3/2025,67.84,66.25,Diesel,0,4385.06,45.28,5,2208.21,1241.81
TRIP07016,Dallas,Chicago,Maersk,,Air,10/25/2025,136.47,197.79,Jet Fuel,0,19138.83,94.39,4,1977.89,1411.72
TRIP07017,Dallas,Atlanta,FedEx,LTL,Road,1/17/2025,39.68,0,Electric,1663.39,19969.08,28.68,25,1108.93,1203.85
TRIP07018,Atlanta,Chicago,Maersk,,Rail,9/28/2025,109.15,56.38,Diesel,0,15636.85,51.82,24,1879.41,1492.44
TRIP07019,Dallas,Los Angeles,FedEx,,Rail,10/21/2025,85.24,50.94,Diesel,0,10890.91,13.21,19,1698.1,1256.87
TRIP07020,Tampa,Atlanta,DHL,,Air,2/5/2025,156.66,262.58,Jet Fuel,0,19322.99,26.26,26,2625.81,1959.36
TRIP07021,Los Angeles,Tampa,DHL,,Rail,10/6/2025,141.8,59.52,Diesel,0,2094.03,86.65,21,1984.02,1243.89
TRIP07022,New York,Tampa,FedEx,,Rail,1/26/2025,135.23,22.06,Diesel,0,6765.24,23.61,28,735.44,783.02
TRIP07023,New York,Atlanta,DHL,FTL,Road,7/6/2025,179.33,441.05,Diesel,0,17821.78,46,5,2646.32,1729.6
TRIP07024,Chicago,Atlanta,FedEx,FTL,Road,9/4/2025,36.01,57.78,Gasoline,0,17639.05,94.66,4,346.7,566.13
TRIP07025,Los Angeles,Dallas,Maersk,LTL,Road,1/2/2025,152.68,240.49,CNG,0,1977.82,60.61,22,1442.93,981.02
TRIP07026,Dallas,Tampa,DHL,,Sea,4/30/2025,148.59,272.9,Heavy Fuel Oil,0,13804.13,49.03,7,1364.48,1028.32
TRIP07027,Chicago,Chicago,UPS,,Air,2/19/2025,39.98,202.56,Jet Fuel,0,19789.38,82.31,23,2025.61,1638.59
TRIP07028,Chicago,Tampa,Maersk,,Rail,2/1/2025,68.31,34.57,Diesel,0,6320.46,20.22,6,1152.4,762.61
TRIP07029,Tampa,Atlanta,XPO Logistics,,Rail,3/28/2025,114.22,39.44,Diesel,0,11206.12,84.09,10,1314.75,981.5
TRIP07030,New York,Los Angeles,UPS,FTL,Road,2/17/2025,145.88,181.77,CNG,0,10813.1,28.14,28,1090.6,1041.56
TRIP07031,Dallas,Chicago,Maersk,,Air,7/13/2025,24.1,271.9,Jet Fuel,0,7896.19,56.76,19,2719.01,1707.43
TRIP07032,New York,Chicago,FedEx,,Rail,7/1/2025,18.35,63.57,Diesel,0,14189.56,2.87,28,2119.09,1623.34
TRIP07033,New York,Tampa,UPS,,Sea,12/19/2025,36.88,373.76,Heavy Fuel Oil,0,14238.82,31.52,12,1868.8,1339.18
TRIP07034,New York,Atlanta,FedEx,,Air,1/30/2025,61.3,173.05,Jet Fuel,0,12707.02,83.29,8,1730.5,1199.39
TRIP07035,Los Angeles,Dallas,XPO Logistics,,Rail,2/12/2025,128.83,3.76,Diesel,0,15668.56,6.22,10,125.25,476
TRIP07036,Chicago,New York,UPS,LTL,Road,9/7/2025,80.47,59.07,Gasoline,0,5381.19,81.86,6,354.43,344.84
TRIP07037,Dallas,Los Angeles,FedEx,,Sea,9/23/2025,81.86,582.26,Heavy Fuel Oil,0,12574.93,42.17,11,2911.32,1817.16
TRIP07038,New York,Los Angeles,DHL,,Rail,1/23/2025,33.11,88.83,Diesel,0,6282.19,52.35,19,2961.12,1796.2
TRIP07039,Chicago,Dallas,DHL,,Rail,3/18/2025,27.19,7.43,Diesel,0,15778.07,67.92,9,247.54,529.33
TRIP07040,Los Angeles,Dallas,DHL,FTL,Road,1/11/2025,152.92,482.04,Gasoline,0,16941.45,39.49,14,2892.24,1924.95
TRIP07041,Dallas,Tampa,Maersk,,Rail,4/3/2025,15.67,46.73,Diesel,0,13644.66,41.95,11,1557.76,1161.77
TRIP07042,Tampa,Chicago,Maersk,,Rail,3/17/2025,110.05,11.73,Diesel,0,15543.73,81.49,23,390.96,736.35
TRIP07043,Los Angeles,Los Angeles,Maersk,LTL,Road,10/25/2025,29.52,433.35,Diesel,0,609.01,20.41,27,2600.07,1582.22
TRIP07044,Chicago,Tampa,Maersk,LTL,Road,3/4/2025,149.18,420.84,CNG,0,6898.72,14.24,23,2525.05,1630.5
TRIP07045,Tampa,Los Angeles,FedEx,,Air,11/7/2025,12.25,15.39,Jet Fuel,0,7052.45,66.69,8,153.94,298.02
TRIP07046,Atlanta,Chicago,XPO Logistics,,Air,11/29/2025,92.88,100.42,Jet Fuel,0,293.15,54.82,5,1004.23,557.98
TRIP07047,Tampa,New York,XPO Logistics,,Rail,1/2/2025,81.81,36.89,Diesel,0,17958.19,8.12,11,1229.8,1084.06
TRIP07048,New York,Tampa,FedEx,,Sea,1/26/2025,80.01,388.38,Heavy Fuel Oil,0,3885.1,77.53,29,1941.89,1338.65
TRIP07049,Atlanta,Atlanta,Maersk,,Sea,12/8/2025,104.28,217.49,Heavy Fuel Oil,0,12111.9,74.2,3,1087.46,815.97
TRIP07050,Atlanta,New York,DHL,,Air,12/9/2025,42.38,206.23,Jet Fuel,0,16248.67,64.81,25,2062.28,1606.11
TRIP07051,Los Angeles,Los Angeles,Maersk,,Sea,9/9/2025,92.57,173.73,Heavy Fuel Oil,0,4671.48,80.03,18,868.67,707.76
TRIP07052,Chicago,Tampa,DHL,,Air,12/10/2025,61.09,52.04,Jet Fuel,0,11582.3,64.92,4,520.36,531.83
TRIP07053,New York,Chicago,Maersk,LTL,Road,2/21/2025,178.28,0,Electric,2694.39,9503.28,30.38,24,1796.26,1328.2
TRIP07054,Dallas,Chicago,DHL,,Sea,8/11/2025,76.28,213.25,Heavy Fuel Oil,0,5910.27,6.17,12,1066.26,771.34
TRIP07055,Tampa,Chicago,UPS,,Sea,11/22/2025,49.15,247.69,Heavy Fuel Oil,0,9966.93,11.51,6,1238.43,878.55
TRIP07056,Dallas,New York,Maersk,,Rail,12/23/2025,28.57,44.5,Diesel,0,9221.98,35.5,28,1483.26,1206.07
TRIP07057,New York,Los Angeles,XPO Logistics,,Air,3/27/2025,149.07,127.52,Jet Fuel,0,8617.82,47.4,14,1275.18,949.95
TRIP07058,Atlanta,Tampa,FedEx,,Rail,4/15/2025,22.74,58.43,Diesel,0,10196.6,22.68,24,1947.78,1417.82
TRIP07059,Dallas,Chicago,XPO Logistics,FTL,Road,5/25/2025,28.32,218.1,CNG,0,4470.96,36.76,12,1308.62,863.73
TRIP07060,New York,Atlanta,FedEx,,Rail,1/25/2025,68.03,50.77,Diesel,0,9406.06,68.66,1,1692.25,1044.25
TRIP07061,Chicago,Dallas,Maersk,,Air,8/28/2025,78.41,210.07,Jet Fuel,0,16226.22,28.63,27,2100.71,1644.88
TRIP07062,Los Angeles,Dallas,Maersk,,Sea,4/7/2025,83.46,573.4,Heavy Fuel Oil,0,17003.85,58.92,4,2867.02,1813.59
TRIP07063,Dallas,New York,XPO Logistics,,Air,3/8/2025,67.48,211.6,Jet Fuel,0,2434.16,41.25,9,2116,1196.68
TRIP07064,Los Angeles,Tampa,Maersk,,Sea,5/15/2025,97.37,25.73,Heavy Fuel Oil,0,2621.97,46.02,11,128.67,226.77
TRIP07065,New York,Chicago,Maersk,,Rail,8/19/2025,26.16,59.01,Diesel,0,9213.47,57.13,17,1966.98,1337.76
TRIP07066,New York,Atlanta,XPO Logistics,,Rail,11/15/2025,123.41,20.05,Diesel,0,15846.89,68.03,15,668.24,801.06
TRIP07067,Los Angeles,Los Angeles,XPO Logistics,,Rail,6/7/2025,26.04,83.94,Diesel,0,994.6,62.03,21,2798.08,1628.93
TRIP07068,Atlanta,New York,DHL,FTL,Road,11/6/2025,110.82,50.28,Gasoline,0,13201.95,39.15,3,301.69,444.88
TRIP07069,Tampa,Atlanta,UPS,,Rail,1/19/2025,145.93,30.96,Diesel,0,2606.31,68.59,27,1032.09,838.17
TRIP07070,Tampa,New York,FedEx,FTL,Road,5/11/2025,129.72,324.76,CNG,0,3423.57,67.36,4,1948.59,1082.77
TRIP07071,Tampa,Atlanta,Maersk,,Sea,2/27/2025,71.79,163.52,Heavy Fuel Oil,0,11258.93,46.12,20,817.61,833.98
TRIP07072,New York,Tampa,XPO Logistics,,Sea,10/22/2025,11.67,65.89,Heavy Fuel Oil,0,9125.15,60.11,23,329.45,577.23
TRIP07073,Atlanta,Atlanta,UPS,,Rail,12/14/2025,153.89,64.68,Diesel,0,4774.96,38.62,10,2156.11,1273.55
TRIP07074,Tampa,Atlanta,UPS,,Air,10/12/2025,47.64,35.12,Jet Fuel,0,13371.25,98.14,17,351.17,613.01
TRIP07075,Chicago,New York,FedEx,FTL,Road,11/25/2025,178.81,424.38,Diesel,0,18074.83,23.06,13,2546.26,1764.63
TRIP07076,New York,Los Angeles,DHL,,Sea,4/29/2025,87.45,280.88,Heavy Fuel Oil,0,17352.45,13.11,11,1404.41,1159.25
TRIP07077,Atlanta,Dallas,UPS,,Rail,8/5/2025,179.69,53.2,Diesel,0,17815.44,9.95,19,1773.21,1432.91
TRIP07078,Los Angeles,Atlanta,UPS,,Air,11/3/2025,12.46,192.35,Jet Fuel,0,17483,83.14,10,1923.45,1411.38
TRIP07079,Los Angeles,Dallas,DHL,,Sea,9/3/2025,68.31,146.65,Heavy Fuel Oil,0,12156.31,50.74,11,733.25,719.75
TRIP07080,New York,Tampa,UPS,,Air,10/13/2025,72.72,195.22,Jet Fuel,0,4689.47,45.01,17,1952.17,1239.87
TRIP07081,Atlanta,Chicago,DHL,FTL,Road,3/4/2025,28.43,338.75,CNG,0,1896.03,21.35,17,2032.47,1224.16
TRIP07082,Atlanta,Atlanta,XPO Logistics,LTL,Road,2/12/2025,85.27,110.4,Gasoline,0,12180.5,73.48,5,662.41,624.82
TRIP07083,New York,Chicago,FedEx,,Rail,5/6/2025,123.63,23.83,Diesel,0,123.25,11.93,17,794.42,569.67
TRIP07084,New York,Los Angeles,Maersk,,Rail,7/11/2025,134.26,82.29,Diesel,0,13985.76,22.59,29,2743.03,1941.23
TRIP07085,Los Angeles,Los Angeles,DHL,,Air,6/16/2025,11.87,253.54,Jet Fuel,0,17992.2,18.21,9,2535.37,1717.53
TRIP07086,Chicago,Los Angeles,Maersk,,Sea,10/16/2025,127.03,492.53,Heavy Fuel Oil,0,14800.35,14.95,20,2462.63,1727.32
TRIP07087,Tampa,Chicago,UPS,,Rail,2/7/2025,142.85,36.64,Diesel,0,2169.42,61.06,4,1221.29,694.03
TRIP07088,Atlanta,Los Angeles,UPS,,Rail,6/4/2025,112.8,15.3,Diesel,0,3524.64,83.26,29,510.1,615.54
TRIP07089,Los Angeles,Dallas,DHL,LTL,Road,9/15/2025,67.71,244.01,Diesel,0,11423,60.58,21,1464.07,1170.49
TRIP07090,Tampa,Los Angeles,Maersk,,Rail,6/30/2025,103.34,66.37,Diesel,0,9778.92,42.52,19,2212.18,1491.67
TRIP07091,Tampa,New York,Maersk,LTL,Road,1/26/2025,21.92,63.03,CNG,0,7354.32,18.69,2,378.16,356.17
TRIP07092,Tampa,Los Angeles,Maersk,FTL,Road,8/19/2025,11.76,275.78,Gasoline,0,1177.44,51.66,3,1654.66,880.88
TRIP07093,Atlanta,New York,UPS,,Rail,4/13/2025,110.86,64.77,Diesel,0,9441.49,99.41,16,2158.86,1428.26
TRIP07094,New York,Tampa,XPO Logistics,,Sea,7/13/2025,100.14,288.51,Heavy Fuel Oil,0,5738.92,75.72,17,1442.54,1006.05
TRIP07095,Chicago,Tampa,DHL,,Rail,1/9/2025,115.24,50.71,Diesel,0,9079.51,18.74,18,1690.2,1206.69
TRIP07096,Chicago,New York,UPS,,Rail,10/24/2025,127.23,56.07,Diesel,0,17011.77,91.14,24,1869.01,1514.74
TRIP07097,Los Angeles,Dallas,FedEx,,Rail,1/31/2025,83.61,52.15,Diesel,0,13817.29,98.2,19,1738.38,1335.54
TRIP07098,Los Angeles,Tampa,DHL,,Air,3/16/2025,163.39,126.67,Jet Fuel,0,2441.31,62.74,15,1266.7,832.18
TRIP07099,Chicago,Los Angeles,DHL,,Sea,11/15/2025,14.11,13.22,Heavy Fuel Oil,0,6034.01,14.26,22,66.12,373.74
TRIP07100,Atlanta,Dallas,XPO Logistics,,Rail,3/18/2025,155.16,35.03,Diesel,0,4370.76,49.69,7,1167.54,741.19
TRIP07101,Tampa,Tampa,XPO Logistics,,Air,2/6/2025,152.17,57.41,Jet Fuel,0,7407.98,62.6,28,574.1,715.21
TRIP07102,New York,New York,XPO Logistics,,Sea,11/15/2025,157.5,87.4,Heavy Fuel Oil,0,4651.17,56.58,16,437,471.52
TRIP07103,Los Angeles,Tampa,UPS,LTL,Road,7/9/2025,139.84,276.74,Gasoline,0,18224.55,84.99,9,1660.46,1284.72
TRIP07104,Atlanta,New York,XPO Logistics,,Rail,11/21/2025,13.94,65.42,Diesel,0,2213.87,33.61,13,2180.73,1264.64
TRIP07105,Tampa,Tampa,DHL,,Air,9/13/2025,91.23,56.05,Jet Fuel,0,4111.4,17.43,18,560.47,542.46
TRIP07106,Tampa,Atlanta,Maersk,,Rail,7/9/2025,112.49,8.71,Diesel,0,2914.81,74.82,20,290.37,403.48
TRIP07107,Chicago,Tampa,Maersk,,Air,5/27/2025,26.73,270.68,Jet Fuel,0,1039.07,52.11,20,2706.83,1574.2
TRIP07108,Los Angeles,Atlanta,UPS,,Sea,6/4/2025,109.05,358.78,Heavy Fuel Oil,0,14858.49,15.75,6,1793.9,1254.12
TRIP07109,Dallas,Dallas,Maersk,,Rail,3/25/2025,53.81,32.22,Diesel,0,15726.45,67.15,7,1074.15,921.6
TRIP07110,Tampa,Atlanta,UPS,,Air,6/24/2025,159.83,73.73,Jet Fuel,0,4855.38,49.89,4,737.26,505.74
TRIP07111,Los Angeles,Dallas,XPO Logistics,,Sea,12/30/2025,177.84,393.99,Heavy Fuel Oil,0,11629.79,98.05,28,1969.96,1497.58
TRIP07112,Los Angeles,Atlanta,UPS,FTL,Road,1/3/2025,115.42,317.17,Diesel,0,18586.29,29.34,3,1903.02,1353.24
TRIP07113,Chicago,Atlanta,UPS,,Rail,5/22/2025,15.04,55.94,Diesel,0,7906.06,86.42,15,1864.61,1240.43
TRIP07114,Chicago,Chicago,XPO Logistics,,Air,6/24/2025,63.98,208.74,Jet Fuel,0,9197.84,69.21,28,2087.36,1507.64
TRIP07115,Dallas,Chicago,FedEx,,Air,8/2/2025,126.24,251.75,Jet Fuel,0,14683.75,20.68,11,2517.47,1662.41
TRIP07116,Tampa,Atlanta,FedEx,,Air,8/15/2025,123.57,139,Jet Fuel,0,16460.54,79.17,18,1389.95,1204.19
TRIP07117,New York,Dallas,Maersk,,Air,4/8/2025,47.02,167.93,Jet Fuel,0,16428.21,63.65,21,1679.25,1378.19
TRIP07118,Dallas,Atlanta,DHL,,Air,11/20/2025,69.76,146.39,Jet Fuel,0,14868.02,22.64,15,1463.89,1179.31
TRIP07119,Los Angeles,Tampa,FedEx,LTL,Road,3/26/2025,105.4,171.42,Diesel,0,575.67,77.09,10,1028.54,625.78
TRIP07120,Chicago,Dallas,FedEx,,Sea,7/16/2025,101.47,471.59,Heavy Fuel Oil,0,19518.51,54.87,19,2357.93,1759.34
TRIP07121,New York,Tampa,Maersk,,Rail,5/10/2025,134.17,87.3,Diesel,0,1625.71,34.35,2,2909.96,1507.49
TRIP07122,Los Angeles,Tampa,DHL,,Rail,3/4/2025,69.35,20.35,Diesel,0,7569.38,91.15,18,678.24,670.51
TRIP07123,Atlanta,Atlanta,Maersk,FTL,Road,7/4/2025,106.86,496.2,Diesel,0,12765.66,87.42,19,2977.22,1933.92
TRIP07124,Atlanta,New York,XPO Logistics,,Rail,2/4/2025,97.17,26.95,Diesel,0,6291.71,83.47,12,898.19,694.93
TRIP07125,Dallas,Chicago,XPO Logistics,,Rail,3/1/2025,112.33,61.78,Diesel,0,2685.04,93.3,13,2059.39,1213.4
TRIP07126,Chicago,Los Angeles,DHL,,Air,8/31/2025,165.73,291.9,Jet Fuel,0,19085.94,23.49,15,2919.01,1991.22
TRIP07127,New York,Atlanta,DHL,,Air,4/1/2025,50.2,78.48,Jet Fuel,0,7301.96,24,21,784.82,748.45
TRIP07128,Los Angeles,Dallas,UPS,LTL,Road,10/27/2025,21.13,139.02,CNG,0,4494.91,35.66,11,834.09,616.94
TRIP07129,Los Angeles,Tampa,UPS,,Rail,10/20/2025,48.76,85.37,Diesel,0,6824.22,45.12,9,2845.78,1649.37
TRIP07130,New York,New York,XPO Logistics,,Rail,2/27/2025,177.29,2.3,Diesel,0,15641.54,84.87,27,76.55,621.11
TRIP07131,Dallas,Tampa,FedEx,,Rail,2/13/2025,84.88,14.5,Diesel,0,720.93,58.24,13,483.19,386.01
TRIP07132,Atlanta,New York,Maersk,,Rail,10/23/2025,15.51,43.64,Diesel,0,16340.76,68.27,11,1454.63,1164.13
