shipment_id,carrier_name,carrier_type,mode_of_transport,origin,destination,delivery_datetime,distance_traveled,idle_time,shipment_weight_lb,shipment_volume_cuft,fuel_consumed_gallons,electricity_kwh,invoice_amount_usd
SHP009345,C.H. Robinson,0,Air,Chicago,Atlanta,2025-01-14 23:30:00,313.74,1.56,18089.12,316.49,31.37,0.0,440.22
SHP009346,C.H. Robinson,0,Air,Boston,Miami,2025-09-05 00:07:00,2020.88,2.54,12074.76,473.75,202.09,0.0,746.72
SHP009347,XPO Logistics,0,Ocean,Chicago,Tampa,2025-03-19 21:15:00,3439.77,6.77,22403.26,374.72,687.95,0.0,215.21
SHP009348,XPO Logistics,0,Ocean,Chicago,San Francisco,2025-01-16 12:23:00,591.75,8.08,33086.63,254.0,118.35,0.0,183.19
SHP009349,XPO Logistics,LTL,Road,Boston,San Francisco,2025-07-18 22:08:00,519.76,5.6,1031.92,308.17,86.63,0.0,72.69
SHP009350,UPS,0,Air,San Francisco,Boston,2025-04-26 11:41:00,1223.91,0.75,8942.91,314.34,122.39,0.0,484.84
SHP009351,C.H. Robinson,0,Rail,Tampa,Dallas,2025-07-04 17:51:00,245.24,5.15,38295.59,397.75,7.36,0.0,318.63
SHP009352,J.B. Hunt,0,Rail,Atlanta,Boston,2025-11-05 11:08:00,752.96,1.97,18870.05,197.08,22.59,0.0,188.61
SHP009353,FedEx,FTL,Road,Tampa,New York,2025-06-11 02:47:00,1167.49,5.94,16718.09,75.24,194.58,0.0,260.58
SHP009354,FedEx,0,Ocean,Miami,Boston,2025-07-28 00:23:00,7329.57,19.46,20695.33,183.31,1465.91,0.0,323.36
SHP009355,UPS,0,Air,Chicago,Miami,2025-05-14 06:37:00,1510.05,3.66,7793.42,403.58,151.0,0.0,533.38
SHP009356,Old Dominion,0,Air,Dallas,New York,2025-03-21 11:52:00,349.11,3.72,20261.74,114.15,34.91,0.0,492.51
SHP009357,FedEx,LTL,Road,New York,Tampa,2025-07-19 12:42:00,53.28,3.47,2558.21,316.0,8.88,0.0,31.98
SHP009358,C.H. Robinson,0,Rail,Chicago,Atlanta,2025-02-17 08:39:00,649.87,1.62,20449.54,282.68,19.5,0.0,196.09
SHP009359,UPS,0,Air,Miami,Boston,2025-12-03 18:42:00,1521.99,2.1,23791.18,263.65,152.2,0.0,856.32
SHP009360,XPO Logistics,0,Ocean,New York,Boston,2025-07-07 08:43:00,1494.26,6.34,6100.75,346.95,298.85,0.0,75.33
SHP009361,XPO Logistics,0,Ocean,New York,Miami,2025-02-05 10:15:00,4464.49,11.46,32034.39,163.57,892.9,0.0,294.11
SHP009362,XPO Logistics,0,Rail,Miami,Dallas,2025-11-24 09:18:00,1108.97,1.52,29903.96,347.9,33.27,0.0,294.68
SHP009363,XPO Logistics,0,Air,Boston,Atlanta,2025-05-25 07:03:00,2466.42,3.6,30442.12,422.4,246.64,0.0,1225.45
SHP009364,J.B. Hunt,0,Air,Chicago,San Francisco,2025-08-27 17:47:00,1233.27,1.7,37799.88,457.37,123.33,0.0,1064.32
SHP009365,Schneider,0,Air,Miami,Dallas,2025-02-03 03:49:00,1780.94,1.78,34707.06,162.38,178.09,0.0,1139.38
SHP009366,C.H. Robinson,0,Air,Miami,San Francisco,2025-11-27 02:57:00,714.81,2.74,2183.56,190.17,71.48,0.0,222.37
SHP009367,C.H. Robinson,FTL,Road,San Francisco,Miami,2025-08-13 16:31:00,978.81,1.95,37286.96,477.96,0.0,1468.21,451.17
SHP009368,DHL,0,Ocean,Tampa,Boston,2025-02-08 15:59:00,6618.62,23.73,21465.18,285.03,1323.72,0.0,305.88
SHP009369,Old Dominion,0,Ocean,New York,Boston,2025-05-26 23:40:00,6771.25,12.84,16565.44,307.76,1354.25,0.0,285.96
SHP009370,FedEx,0,Rail,Tampa,San Francisco,2025-05-30 17:46:00,1252.26,6.26,26893.93,373.12,37.57,0.0,277.76
SHP009371,DHL,0,Rail,Boston,San Francisco,2025-09-12 23:45:00,1279.3,4.36,5829.92,392.94,38.38,0.0,110.6
SHP009372,C.H. Robinson,0,Ocean,Dallas,Tampa,2025-02-27 18:57:00,730.84,23.84,33224.11,335.78,146.17,0.0,188.05
SHP009373,Old Dominion,0,Air,Miami,Boston,2025-07-10 04:06:00,2909.84,2.64,2729.1,280.13,290.98,0.0,782.04
SHP009374,J.B. Hunt,0,Air,Atlanta,Miami,2025-07-20 10:35:00,1048.45,1.79,18653.61,387.53,104.85,0.0,635.18
SHP009375,XPO Logistics,0,Rail,Miami,San Francisco,2025-06-01 09:53:00,1004.69,4.32,12427.9,270.4,30.14,0.0,149.66
SHP009376,Schneider,FTL,Road,San Francisco,Tampa,2025-07-11 14:57:00,335.65,1.75,30411.72,171.93,55.94,0.0,330.97
SHP009377,C.H. Robinson,0,Air,Boston,New York,2025-10-11 02:21:00,438.78,1.7,25723.6,407.18,43.88,0.0,624.17
SHP009378,Schneider,0,Ocean,Boston,Atlanta,2025-03-09 16:05:00,7714.53,18.42,17439.64,150.26,1542.91,0.0,318.63
SHP009379,XPO Logistics,0,Ocean,New York,Chicago,2025-11-29 00:08:00,1472.22,15.81,20640.39,339.17,294.44,0.0,147.37
SHP009380,UPS,0,Rail,Boston,Miami,2025-07-26 06:38:00,579.41,3.27,12037.77,399.03,17.38,0.0,125.27
SHP009381,Old Dominion,0,Ocean,San Francisco,Boston,2025-11-05 15:13:00,1784.22,15.39,2528.52,275.21,356.84,0.0,66.17
SHP009382,C.H. Robinson,0,Ocean,Boston,Atlanta,2025-12-22 12:23:00,979.35,5.87,4964.5,174.02,195.87,0.0,54.2
SHP009383,Old Dominion,0,Air,Boston,Tampa,2025-10-01 02:43:00,1228.07,3.39,9414.65,44.11,122.81,0.0,495.31
SHP009384,UPS,0,Air,Dallas,Chicago,2025-01-20 18:27:00,1929.48,2.91,12145.53,301.8,192.95,0.0,725.28
SHP009385,C.H. Robinson,0,Ocean,Atlanta,Tampa,2025-02-14 15:20:00,6320.42,9.65,21251.48,74.17,1264.08,0.0,295.87
SHP009386,FedEx,0,Rail,San Francisco,Boston,2025-05-24 01:26:00,237.83,7.87,12339.37,140.17,7.13,0.0,110.61
SHP009387,C.H. Robinson,0,Rail,New York,Tampa,2025-10-29 03:56:00,1757.19,6.1,23619.27,349.96,52.72,0.0,276.81
SHP009388,Old Dominion,0,Rail,Miami,San Francisco,2025-08-01 19:26:00,1335.88,6.34,3153.97,207.0,40.08,0.0,92.03
SHP009389,XPO Logistics,0,Rail,Boston,Miami,2025-09-16 22:53:00,672.21,1.49,16797.66,308.47,20.17,0.0,167.99
SHP009390,XPO Logistics,0,Rail,Chicago,Boston,2025-04-02 12:59:00,485.6,3.14,25747.25,290.08,14.57,0.0,230.26
SHP009391,DHL,0,Ocean,Dallas,Tampa,2025-10-17 13:50:00,7015.89,19.41,38641.64,299.0,1403.18,0.0,403.68
SHP009392,DHL,0,Air,Dallas,San Francisco,2025-10-25 16:04:00,2185.86,3.51,33679.7,359.64,218.59,0.0,1220.06
SHP009393,C.H. Robinson,LTL,Road,Miami,Dallas,2025-11-11 14:10:00,625.29,1.82,8790.58,388.55,104.21,0.0,162.94
SHP009394,J.B. Hunt,0,Ocean,New York,Dallas,2025-08-05 18:05:00,6784.3,5.1,12935.11,213.02,1356.86,0.0,268.2
SHP009395,XPO Logistics,0,Ocean,Tampa,New York,2025-03-22 19:52:00,6787.64,21.64,11753.26,343.53,1357.53,0.0,262.4
SHP009396,C.H. Robinson,0,Air,Atlanta,Chicago,2025-02-10 12:17:00,510.1,1.93,19723.43,383.05,51.01,0.0,521.99
SHP009397,C.H. Robinson,FTL,Road,New York,Dallas,2025-08-09 20:44:00,1075.77,2.19,21345.69,324.08,0.0,1613.65,299.52
SHP009398,FedEx,0,Air,Chicago,Atlanta,2025-06-19 06:03:00,1187.46,3.95,35093.09,148.91,118.75,0.0,998.73
SHP009399,C.H. Robinson,0,Air,Atlanta,Chicago,2025-08-29 22:41:00,1671.45,1.31,20822.9,341.98,167.15,0.0,834.32
SHP009400,FedEx,0,Air,Chicago,New York,2025-03-19 04:55:00,530.91,3.55,23952.96,494.81,53.09,0.0,611.79
SHP009401,J.B. Hunt,FTL,Road,Atlanta,Miami,2025-09-02 20:28:00,79.43,5.03,31782.54,67.29,13.24,0.0,324.18
SHP009402,FedEx,FTL,Road,San Francisco,New York,2025-02-12 16:42:00,435.6,5.34,20978.94,201.24,72.6,0.0,244.64
SHP009403,Old Dominion,0,Rail,San Francisco,New York,2025-01-01 22:24:00,1648.79,1.65,19188.35,326.53,49.46,0.0,235.95
SHP009404,C.H. Robinson,0,Rail,New York,San Francisco,2025-01-15 08:53:00,1173.67,2.85,22750.86,354.57,35.21,0.0,240.69
SHP009405,UPS,0,Ocean,Boston,Atlanta,2025-01-15 21:51:00,4886.64,17.06,10615.11,416.59,977.33,0.0,199.67
SHP009406,Old Dominion,0,Ocean,Miami,New York,2025-03-05 02:27:00,3872.67,23.72,1419.77,190.78,774.53,0.0,123.28
SHP009407,XPO Logistics,LTL,Road,Dallas,Tampa,2025-12-23 10:32:00,257.55,3.44,2545.57,369.0,42.93,0.0,56.36
SHP009408,UPS,0,Ocean,Atlanta,San Francisco,2025-11-08 17:00:00,7113.99,6.64,6846.77,437.8,1422.8,0.0,247.65
SHP009409,XPO Logistics,0,Ocean,Miami,Chicago,2025-10-07 21:06:00,3209.54,11.56,9228.3,213.23,641.91,0.0,142.43
SHP009410,DHL,0,Ocean,Miami,Atlanta,2025-03-25 05:48:00,2234.75,16.65,20205.62,394.24,446.95,0.0,168.07
SHP009411,FedEx,FTL,Road,New York,Miami,2025-02-21 07:54:00,409.64,3.16,10751.17,467.3,0.0,614.46,140.28
SHP009412,XPO Logistics,0,Air,Tampa,Boston,2025-10-20 12:53:00,1709.23,1.11,11274.24,42.37,170.92,0.0,652.79
SHP009413,UPS,0,Air,Boston,San Francisco,2025-04-10 09:33:00,375.1,2.34,13816.36,481.92,37.51,0.0,370.1
SHP009414,J.B. Hunt,0,Air,Miami,Tampa,2025-12-11 17:09:00,762.59,3.28,12980.87,112.55,76.26,0.0,450.26
SHP009415,J.B. Hunt,0,Ocean,San Francisco,Tampa,2025-08-28 18:44:00,7772.28,19.66,25409.53,348.86,1554.46,0.0,360.22
SHP009416,Old Dominion,0,Rail,San Francisco,Chicago,2025-05-26 03:42:00,1786.21,5.15,4525.07,33.37,53.59,0.0,125.51
SHP009417,C.H. Robinson,0,Air,Miami,Dallas,2025-07-17 02:53:00,2099.84,2.8,30052.86,55.28,209.98,0.0,1126.02
SHP009418,DHL,0,Rail,New York,Chicago,2025-03-29 07:37:00,1711.84,4.86,26157.44,18.39,51.36,0.0,294.85
SHP009419,C.H. Robinson,0,Air,Tampa,New York,2025-12-12 18:30:00,2894.63,2.47,22752.84,471.83,289.46,0.0,1178.71
SHP009420,FedEx,LTL,Road,Dallas,New York,2025-07-20 10:54:00,1118.75,1.52,9321.32,368.57,186.46,0.0,227.46
SHP009421,FedEx,0,Ocean,Chicago,San Francisco,2025-12-09 15:43:00,641.76,7.28,16812.72,291.83,128.35,0.0,103.32
SHP009422,XPO Logistics,0,Air,New York,Miami,2025-02-28 19:14:00,2193.59,1.24,33549.67,423.01,219.36,0.0,1219.39
SHP009423,Old Dominion,LTL,Road,San Francisco,Chicago,2025-02-14 12:42:00,780.25,5.55,8157.88,111.59,130.04,0.0,175.21
SHP009424,DHL,0,Rail,New York,Atlanta,2025-05-05 00:17:00,1477.88,7.67,5935.45,489.37,44.34,0.0,121.38
SHP009425,XPO Logistics,LTL,Road,Atlanta,San Francisco,2025-06-29 05:30:00,78.74,3.25,7772.85,395.43,0.0,118.11,87.18
SHP009426,DHL,LTL,Road,Boston,Dallas,2025-07-30 15:59:00,894.87,3.29,6562.0,350.27,149.15,0.0,173.0
SHP009427,Schneider,0,Rail,San Francisco,Tampa,2025-03-22 16:24:00,991.26,5.17,33931.54,157.13,29.74,0.0,321.02
SHP009428,DHL,LTL,Road,San Francisco,Tampa,2025-12-13 18:22:00,651.69,0.3,6921.25,98.5,0.0,977.54,147.42
SHP009429,J.B. Hunt,0,Rail,Chicago,Dallas,2025-10-27 05:44:00,969.6,2.47,1429.58,242.13,29.09,0.0,59.92
SHP009430,UPS,0,Air,San Francisco,Tampa,2025-07-24 13:59:00,1447.05,1.99,8747.84,473.66,144.71,0.0,536.72
SHP009431,Old Dominion,0,Air,Chicago,Miami,2025-03-07 04:03:00,309.47,3.62,29607.63,86.86,30.95,0.0,669.52
SHP009432,XPO Logistics,0,Ocean,San Francisco,Boston,2025-10-04 12:04:00,4041.44,23.75,25926.08,64.56,808.29,0.0,250.87
SHP009433,UPS,0,Rail,Atlanta,Boston,2025-06-22 22:37:00,932.23,4.28,32189.4,458.17,27.97,0.0,304.13
SHP009434,Old Dominion,0,Air,Dallas,New York,2025-02-08 03:45:00,522.05,1.6,12288.31,498.03,52.2,0.0,376.28
SHP009435,Schneider,0,Rail,San Francisco,Chicago,2025-07-13 23:03:00,1094.76,7.16,17328.3,361.64,32.84,0.0,193.36
SHP009436,Old Dominion,LTL,Road,Tampa,Atlanta,2025-10-10 13:07:00,379.57,5.49,4633.19,402.06,63.26,0.0,91.88
SHP009437,Old Dominion,FTL,Road,New York,Chicago,2025-09-23 22:19:00,344.19,4.24,16503.76,16.69,57.37,0.0,192.57
SHP009438,Schneider,0,Rail,Chicago,Dallas,2025-03-21 01:56:00,860.81,4.85,6494.58,92.77,25.82,0.0,95.0
SHP009439,Schneider,0,Ocean,Tampa,Miami,2025-04-25 13:23:00,3986.47,9.54,17909.25,230.95,797.29,0.0,209.14
SHP009440,DHL,0,Rail,Atlanta,Dallas,2025-01-14 15:46:00,424.12,2.27,34002.53,82.2,12.72,0.0,293.23
SHP009441,C.H. Robinson,0,Ocean,Chicago,Atlanta,2025-01-01 22:16:00,5494.36,11.21,38745.35,33.99,1098.87,0.0,358.56
SHP009442,FedEx,LTL,Road,Boston,New York,2025-11-29 07:30:00,1004.95,3.08,202.72,132.57,167.49,0.0,122.62
SHP009443,UPS,0,Rail,Miami,Atlanta,2025-02-06 12:31:00,852.31,3.2,14816.75,458.42,25.57,0.0,161.15
SHP009444,DHL,0,Ocean,Boston,New York,2025-09-12 01:09:00,3207.01,11.21,30564.7,397.12,641.4,0.0,249.03
SHP009445,UPS,0,Air,New York,Tampa,2025-03-26 13:10:00,527.04,2.96,19561.59,67.79,52.7,0.0,522.99
SHP009446,UPS,LTL,Road,Tampa,Atlanta,2025-04-06 00:48:00,354.42,0.51,3698.34,128.45,59.07,0.0,79.51
SHP009447,J.B. Hunt,0,Air,Dallas,Miami,2025-03-04 18:15:00,1331.68,2.53,29427.41,303.07,133.17,0.0,921.47
SHP009448,DHL,FTL,Road,Dallas,Tampa,2025-12-28 16:38:00,830.13,5.23,35016.07,430.5,138.35,0.0,416.57
SHP009449,Old Dominion,0,Rail,Tampa,San Francisco,2025-04-29 02:14:00,445.07,2.76,20341.85,180.01,13.35,0.0,184.99
SHP009450,Old Dominion,0,Rail,Boston,Miami,2025-04-02 16:28:00,410.67,3.01,39029.44,174.12,12.32,0.0,332.77
SHP009451,C.H. Robinson,LTL,Road,Tampa,Dallas,2025-04-29 16:30:00,531.75,0.29,7236.24,207.36,0.0,797.62,136.17
SHP009452,C.H. Robinson,LTL,Road,Tampa,Miami,2025-12-12 23:29:00,168.61,5.82,7807.72,363.35,28.1,0.0,98.31
SHP009453,FedEx,0,Air,Chicago,Miami,2025-08-24 14:47:00,2886.26,1.93,28882.07,103.9,288.63,0.0,1299.21
SHP009454,UPS,0,Ocean,Atlanta,New York,2025-07-11 07:53:00,5728.4,2.31,5489.06,213.2,1145.68,0.0,199.3
SHP009455,UPS,0,Rail,Atlanta,Boston,2025-06-07 02:14:00,219.35,4.23,21150.27,311.18,6.58,0.0,180.17
SHP009456,Schneider,0,Ocean,San Francisco,Chicago,2025-10-03 21:41:00,1252.9,5.98,24724.69,329.44,250.58,0.0,161.21
SHP009457,J.B. Hunt,FTL,Road,San Francisco,Chicago,2025-12-10 07:13:00,79.79,3.36,31506.78,35.48,13.3,0.0,321.45
SHP009458,Schneider,0,Air,Tampa,Chicago,2025-07-10 22:35:00,1415.57,1.64,36589.79,93.72,141.56,0.0,1085.69
SHP009459,DHL,0,Air,New York,Tampa,2025-09-27 16:38:00,1159.57,3.64,13560.81,266.14,115.96,0.0,561.11
SHP009460,Schneider,FTL,Road,New York,Tampa,2025-12-07 14:17:00,87.99,5.91,33085.39,317.57,14.66,0.0,337.89
SHP009461,C.H. Robinson,0,Rail,New York,Dallas,2025-11-05 20:50:00,297.21,1.52,22026.46,143.25,8.92,0.0,191.07
SHP009462,Old Dominion,0,Air,Miami,Atlanta,2025-01-06 17:47:00,1981.53,2.59,33626.73,141.41,198.15,0.0,1167.92
SHP009463,Schneider,0,Rail,Atlanta,Chicago,2025-09-13 15:31:00,1124.58,6.44,19885.53,415.49,33.74,0.0,215.31
SHP009464,XPO Logistics,0,Rail,New York,Miami,2025-08-19 13:34:00,410.04,6.14,37747.79,166.61,12.3,0.0,322.48
SHP009465,UPS,0,Air,Dallas,New York,2025-05-21 15:33:00,1289.11,0.79,25838.96,276.67,128.91,0.0,839.06
SHP009466,Old Dominion,LTL,Road,New York,Boston,2025-02-28 19:33:00,96.4,4.58,8318.45,453.65,16.07,0.0,94.75
SHP009467,C.H. Robinson,0,Air,San Francisco,Dallas,2025-10-25 06:05:00,1773.48,2.08,35107.42,199.95,177.35,0.0,1145.52
SHP009468,FedEx,FTL,Road,New York,San Francisco,2025-02-28 22:39:00,803.76,3.79,15200.36,44.36,133.96,0.0,216.3
SHP009469,UPS,0,Ocean,Tampa,Miami,2025-05-19 08:21:00,660.62,11.42,19507.46,411.52,132.12,0.0,117.36
SHP009470,FedEx,0,Ocean,San Francisco,Boston,2025-10-22 05:15:00,3608.09,8.19,18752.81,119.76,721.62,0.0,202.01
SHP009471,Old Dominion,0,Ocean,Miami,Tampa,2025-11-12 00:07:00,1185.2,4.49,13106.6,7.33,237.04,0.0,101.09
SHP009472,C.H. Robinson,0,Air,San Francisco,New York,2025-06-13 05:17:00,894.55,3.26,9767.38,56.25,89.45,0.0,418.99
SHP009473,J.B. Hunt,0,Ocean,New York,Atlanta,2025-04-22 01:24:00,7618.1,15.69,2871.03,32.06,1523.62,0.0,242.9
SHP009474,Old Dominion,0,Ocean,Dallas,Miami,2025-10-24 00:49:00,5090.92,13.88,3200.8,112.93,1018.18,0.0,168.73
SHP009475,XPO Logistics,0,Air,Dallas,Chicago,2025-10-01 20:36:00,2808.42,2.5,17892.85,125.83,280.84,0.0,1059.96
SHP009476,Schneider,0,Rail,San Francisco,New York,2025-06-18 21:38:00,413.92,3.82,36933.48,25.31,12.42,0.0,316.16
SHP009477,Schneider,LTL,Road,Dallas,New York,2025-07-29 23:38:00,1189.63,1.44,4176.36,23.48,0.0,1784.45,184.52
SHP009478,C.H. Robinson,0,Air,Dallas,New York,2025-05-06 05:17:00,1878.91,2.19,26834.93,271.8,187.89,0.0,1006.43
SHP009479,Old Dominion,0,Rail,Atlanta,Chicago,2025-03-05 13:39:00,837.08,6.16,1488.33,270.97,25.11,0.0,53.76
SHP009480,DHL,0,Rail,Boston,Miami,2025-08-31 15:50:00,382.2,4.05,31749.45,72.09,11.47,0.0,273.11
SHP009481,J.B. Hunt,FTL,Road,Dallas,Atlanta,2025-03-03 16:32:00,1126.18,5.36,16888.75,3.98,187.7,0.0,258.98
SHP009482,C.H. Robinson,0,Rail,Boston,Miami,2025-02-26 23:24:00,1463.59,7.17,7402.15,458.18,43.91,0.0,132.4
SHP009483,XPO Logistics,0,Air,Miami,Chicago,2025-07-01 11:46:00,2768.06,2.15,32022.38,223.03,276.81,0.0,1332.46
SHP009484,C.H. Robinson,0,Rail,San Francisco,Tampa,2025-04-15 08:31:00,1102.47,3.24,6799.04,373.52,33.07,0.0,109.52
SHP009485,J.B. Hunt,0,Ocean,San Francisco,Miami,2025-07-09 22:17:00,510.45,14.75,34655.1,111.42,102.09,0.0,188.59
SHP009486,DHL,FTL,Road,Miami,San Francisco,2025-10-30 23:19:00,432.83,3.63,10251.37,423.9,72.14,0.0,137.14
SHP009487,XPO Logistics,0,Air,Dallas,New York,2025-09-21 06:25:00,1289.83,2.54,9431.79,21.65,128.98,0.0,511.09
SHP009488,UPS,LTL,Road,New York,Tampa,2025-10-04 15:11:00,249.76,0.52,4765.75,293.73,41.63,0.0,77.63
SHP009489,FedEx,0,Rail,Dallas,Miami,2025-01-09 05:02:00,271.48,1.63,19678.24,399.79,8.14,0.0,171.0
SHP009490,DHL,0,Air,Miami,Atlanta,2025-11-28 10:28:00,1995.62,0.87,35557.92,458.81,199.56,0.0,1210.06
SHP009491,FedEx,0,Rail,Miami,Atlanta,2025-03-05 13:46:00,719.93,5.31,19946.92,471.07,21.6,0.0,195.57
SHP009492,C.H. Robinson,FTL,Road,New York,Atlanta,2025-05-05 23:59:00,635.06,5.77,8374.03,173.42,0.0,952.59,134.55
SHP009493,FedEx,0,Air,Tampa,Miami,2025-07-31 18:21:00,2409.63,3.24,29421.24,429.95,240.96,0.0,1190.83
SHP009494,Old Dominion,0,Air,New York,Atlanta,2025-06-08 01:18:00,2196.87,2.73,18627.54,234.08,219.69,0.0,921.77
SHP009495,UPS,0,Ocean,Dallas,Chicago,2025-01-19 07:51:00,3546.21,15.64,16563.23,74.6,709.24,0.0,189.2
SHP009496,XPO Logistics,0,Air,Boston,Miami,2025-05-31 02:24:00,587.63,3.74,1477.19,53.63,58.76,0.0,176.45
SHP009497,XPO Logistics,0,Rail,Chicago,Atlanta,2025-06-10 11:26:00,912.49,2.84,16531.03,59.61,27.37,0.0,177.87
SHP009498,DHL,0,Rail,Miami,Dallas,2025-12-06 00:52:00,409.45,6.6,30484.8,53.02,12.28,0.0,264.35
SHP009499,DHL,0,Rail,Atlanta,New York,2025-02-17 15:40:00,1268.46,5.27,28677.83,237.75,38.05,0.0,292.85
SHP009500,Schneider,LTL,Road,Chicago,Atlanta,2025-05-07 00:52:00,360.48,4.07,3807.87,110.26,60.08,0.0,81.34
SHP009501,UPS,LTL,Road,Chicago,San Francisco,2025-01-10 11:57:00,519.92,4.64,4836.56,150.63,0.0,779.88,110.76
SHP009502,FedEx,0,Air,Boston,Miami,2025-11-17 18:26:00,2546.05,3.59,17613.39,187.97,254.61,0.0,988.78
SHP009503,J.B. Hunt,0,Air,Miami,New York,2025-05-05 06:02:00,1954.29,0.7,27807.26,391.36,195.43,0.0,1044.72
SHP009504,J.B. Hunt,0,Ocean,Boston,Dallas,2025-09-21 16:21:00,3480.81,5.84,1638.33,318.99,696.16,0.0,112.62
SHP009505,J.B. Hunt,0,Rail,San Francisco,Boston,2025-11-26 12:51:00,630.39,4.25,15761.04,88.27,18.91,0.0,157.61
SHP009506,XPO Logistics,0,Air,Chicago,Atlanta,2025-06-15 08:25:00,1672.6,2.11,25153.83,126.69,167.26,0.0,921.23
SHP009507,XPO Logistics,0,Ocean,Dallas,New York,2025-04-23 00:02:00,2109.79,19.92,28236.59,386.33,421.96,0.0,204.48
SHP009508,J.B. Hunt,FTL,Road,Boston,Tampa,2025-07-27 04:15:00,191.78,1.54,23233.49,428.74,31.96,0.0,247.68
SHP009509,DHL,0,Rail,Atlanta,New York,2025-11-27 01:07:00,1627.38,6.82,2214.22,410.62,48.82,0.0,99.08
SHP009510,Schneider,FTL,Road,Tampa,Boston,2025-02-15 04:37:00,1083.95,0.58,16943.1,268.77,0.0,1625.93,256.15
SHP009511,UPS,0,Rail,Tampa,San Francisco,2025-12-06 23:32:00,572.4,4.62,35495.25,433.6,17.17,0.0,312.58
SHP009512,C.H. Robinson,0,Ocean,San Francisco,Tampa,2025-06-05 12:22:00,7548.78,12.65,16717.39,333.23,1509.76,0.0,310.05
SHP009513,J.B. Hunt,0,Ocean,Dallas,San Francisco,2025-01-23 15:02:00,3625.7,2.92,28936.9,141.21,725.14,0.0,253.46
SHP009514,UPS,0,Rail,Boston,New York,2025-08-22 22:23:00,278.54,1.14,37288.77,126.79,8.36,0.0,312.24
SHP009515,J.B. Hunt,0,Air,Dallas,Chicago,2025-05-03 10:22:00,1509.33,3.83,18966.92,40.23,150.93,0.0,756.67
SHP009516,J.B. Hunt,0,Ocean,Chicago,New York,2025-03-20 21:34:00,4639.52,3.94,4255.97,425.89,927.9,0.0,160.47
SHP009517,Old Dominion,0,Ocean,Miami,Dallas,2025-01-19 01:39:00,2670.66,16.93,20602.51,111.94,534.13,0.0,183.13
SHP009518,C.H. Robinson,0,Air,Tampa,Atlanta,2025-02-16 20:09:00,1698.11,0.74,14214.89,261.9,169.81,0.0,708.83
SHP009519,Schneider,LTL,Road,Atlanta,San Francisco,2025-02-21 09:06:00,312.65,4.05,660.35,242.92,0.0,468.97,44.12
SHP009520,C.H. Robinson,0,Air,Tampa,New York,2025-06-09 16:38:00,2230.49,2.0,35046.16,316.46,223.05,0.0,1258.55
SHP009521,Schneider,0,Air,Miami,Tampa,2025-10-10 08:24:00,2887.93,1.49,37582.18,303.8,288.79,0.0,1473.63
SHP009522,Old Dominion,0,Air,San Francisco,Atlanta,2025-06-10 12:47:00,2311.98,3.66,22272.29,431.23,231.2,0.0,1023.44
SHP009523,XPO Logistics,0,Ocean,Atlanta,Chicago,2025-08-08 02:10:00,4562.73,15.18,18081.39,73.67,912.55,0.0,227.29
SHP009524,DHL,0,Air,Tampa,New York,2025-02-11 22:20:00,1794.46,3.92,31593.85,374.0,179.45,0.0,1080.49
SHP009525,Schneider,0,Rail,Tampa,Dallas,2025-01-13 20:05:00,1229.29,3.44,7199.8,113.05,36.88,0.0,119.06
SHP009526,UPS,FTL,Road,Miami,New York,2025-05-19 05:01:00,57.27,4.12,32569.16,135.19,9.54,0.0,330.27
SHP009527,J.B. Hunt,0,Rail,New York,San Francisco,2025-03-11 05:02:00,346.96,3.35,12036.02,225.99,10.41,0.0,113.64
SHP009528,DHL,0,Rail,San Francisco,New York,2025-04-06 00:33:00,622.56,3.38,36348.41,168.08,18.68,0.0,321.92
SHP009529,Schneider,0,Air,New York,Miami,2025-11-03 17:41:00,2420.9,2.69,13832.75,409.08,242.09,0.0,881.88
SHP009530,J.B. Hunt,0,Ocean,Boston,Atlanta,2025-09-20 15:13:00,4963.07,2.19,3214.76,376.57,992.61,0.0,164.97
SHP009531,Schneider,LTL,Road,Boston,New York,2025-12-26 14:14:00,563.51,2.58,1586.4,79.5,93.92,0.0,83.49
SHP009532,UPS,0,Ocean,New York,Miami,2025-04-19 12:47:00,6483.14,20.24,22620.1,148.27,1296.63,0.0,307.59
SHP009533,Schneider,0,Ocean,Boston,Chicago,2025-10-23 15:32:00,7495.26,15.73,31967.36,2.64,1499.05,0.0,384.69
SHP009534,XPO Logistics,0,Rail,Atlanta,New York,2025-06-14 17:20:00,920.51,7.1,13860.21,363.55,27.62,0.0,156.91
SHP009535,UPS,0,Air,Atlanta,Miami,2025-11-13 18:21:00,2075.72,1.03,31108.7,57.15,207.57,0.0,1141.1
SHP009536,FedEx,0,Air,San Francisco,Tampa,2025-05-30 07:26:00,2265.37,3.97,38340.27,400.32,226.54,0.0,1333.15
SHP009537,J.B. Hunt,0,Air,Dallas,Atlanta,2025-09-10 04:56:00,1743.2,2.86,29260.28,5.19,174.32,0.0,1021.01
SHP009538,C.H. Robinson,0,Rail,Tampa,Atlanta,2025-09-20 09:35:00,363.79,5.18,758.11,454.54,10.91,0.0,24.25
SHP009539,DHL,FTL,Road,San Francisco,Miami,2025-06-02 09:47:00,613.11,1.73,16055.94,425.54,0.0,919.66,209.61
SHP009540,XPO Logistics,0,Air,Tampa,Atlanta,2025-12-13 12:37:00,2803.42,0.91,31229.45,289.54,280.34,0.0,1325.44
